open,high,low,close,volume
2020-02-27 12:15:00-05:00,124.95,125.04,124.26,124.82,15154
2020-02-27 12:30:00-05:00,124.81,125.595,124.8,125.14,22582
2020-02-27 12:45:00-05:00,125.18,125.604,124.75,124.75,9447
2020-02-27 13:00:00-05:00,124.72,125.26,124.52,125.19,10653
2020-02-27 13:15:00-05:00,124.94,125.0,124.49,124.55,7745
2020-02-27 13:30:00-05:00,124.54,124.61,122.83,123.06,16481
2020-02-27 13:45:00-05:00,123.13,124.14,123.13,123.35,16013
2020-02-27 14:00:00-05:00,123.25,123.545,122.89,123.09,17916
2020-02-27 14:15:00-05:00,123.19,123.55,122.66,123.43,28474
2020-02-27 14:30:00-05:00,123.39,123.75,123.14,123.68,21286
2020-02-27 14:45:00-05:00,123.75,123.75,123.25,123.4,18445
2020-02-27 15:00:00-05:00,123.32,123.79,122.74,123.56,17033
2020-02-27 15:15:00-05:00,123.54,123.54,123.0,123.01,30086
2020-02-27 15:30:00-05:00,122.88,123.12,122.58,122.58,29538
2020-02-27 15:45:00-05:00,122.58,122.98,121.45,121.53,116522
2020-02-28 09:30:00-05:00,117.53,118.47,116.51,116.58,143906
2020-02-28 09:45:00-05:00,116.4,116.97,115.16,115.55,94386
2020-02-28 10:00:00-05:00,115.59,115.77,114.16,115.17,115221
2020-02-28 10:15:00-05:00,115.2,116.4,114.745,114.745,125627
2020-02-28 10:30:00-05:00,114.72,115.825,114.72,115.07,40480
2020-02-28 10:45:00-05:00,115.25,116.72,115.07,116.26,27373
2020-02-28 11:00:00-05:00,116.17,116.26,114.99,115.7,37410
2020-02-28 11:15:00-05:00,115.755,116.4,115.73,116.22,135756
2020-02-28 11:30:00-05:00,116.22,117.92,116.13,117.58,84589
2020-02-28 11:45:00-05:00,117.365,117.365,115.19,115.55,60539
2020-02-28 12:00:00-05:00,115.485,115.825,114.96,115.365,45638
2020-02-28 12:15:00-05:00,115.37,115.905,115.19,115.66,32404
2020-02-28 12:30:00-05:00,115.775,116.22,115.44,115.595,71359
2020-02-28 12:45:00-05:00,115.605,116.15,115.21,115.95,42559
2020-02-28 13:00:00-05:00,115.94,116.285,115.57,115.67,60223
2020-02-28 13:15:00-05:00,115.41,116.13,115.41,115.62,73720
2020-02-28 13:30:00-05:00,115.56,115.56,114.19,114.25,16243
2020-02-28 13:45:00-05:00,114.11,114.57,113.73,114.32,34154
2020-02-28 14:00:00-05:00,114.315,114.315,113.0,113.46,31350
2020-02-28 14:15:00-05:00,113.45,114.33,113.19,113.96,17818
2020-02-28 14:30:00-05:00,113.92,115.72,113.77,115.72,53945
2020-02-28 14:45:00-05:00,115.4,115.73,114.33,114.42,23675
2020-02-28 15:00:00-05:00,114.81,114.81,113.72,114.135,37621
2020-02-28 15:15:00-05:00,114.14,115.09,113.37,113.37,282424
2020-02-28 15:30:00-05:00,113.31,114.11,112.75,112.75,55817
2020-02-28 15:45:00-05:00,112.68,115.86,112.68,115.86,148274
2020-03-02 09:30:00-05:00,116.9,116.9,114.94,115.935,83634
2020-03-02 09:45:00-05:00,115.92,116.51,114.88,115.26,57773
2020-03-02 10:00:00-05:00,115.21,115.99,114.46,115.99,43200
2020-03-02 10:15:00-05:00,116.05,116.08,115.37,115.79,47821
2020-03-02 10:30:00-05:00,115.86,116.55,115.295,116.47,44902
2020-03-02 10:45:00-05:00,116.29,117.57,116.27,116.79,21434
2020-03-02 11:00:00-05:00,116.77,117.95,116.48,117.95,27285
2020-03-02 11:15:00-05:00,117.93,118.25,117.68,117.98,25387
2020-03-02 11:30:00-05:00,117.96,118.23,117.78,118.16,61527
2020-03-02 11:45:00-05:00,118.17,118.66,117.95,118.39,25169
2020-03-02 12:00:00-05:00,118.43,118.74,118.09,118.33,21888
2020-03-02 12:15:00-05:00,118.34,118.34,117.64,118.01,13365
2020-03-02 12:30:00-05:00,118.07,118.75,118.07,118.32,15868
2020-03-02 12:45:00-05:00,118.46,119.18,118.46,119.14,31058
2020-03-02 13:00:00-05:00,119.19,119.27,118.505,118.72,16804
2020-03-02 13:15:00-05:00,118.67,118.67,117.64,117.87,56309
2020-03-02 13:30:00-05:00,118.0,118.65,117.73,118.6,16557
2020-03-02 13:45:00-05:00,118.61,118.67,118.04,118.44,10810
2020-03-02 14:00:00-05:00,118.41,118.77,118.31,118.64,18984
2020-03-02 14:15:00-05:00,118.66,118.66,117.83,117.83,11945
2020-03-02 14:30:00-05:00,117.82,118.0,117.0,117.14,46813
2020-03-02 14:45:00-05:00,117.07,118.085,117.05,117.62,19597
2020-03-02 15:00:00-05:00,117.56,118.69,117.56,118.63,26518
2020-03-02 15:15:00-05:00,118.56,119.42,118.5,119.14,13737
2020-03-02 15:30:00-05:00,119.17,119.79,119.08,119.37,27094
2020-03-02 15:45:00-05:00,119.5,121.54,119.46,121.51,91186
2020-03-03 09:30:00-05:00,120.73,120.9,118.45,118.87,85945
2020-03-03 09:45:00-05:00,118.855,119.01,117.95,118.72,52871
2020-03-03 10:00:00-05:00,118.68,122.72,117.895,117.945,107585
2020-03-03 10:15:00-05:00,117.775,118.845,117.36,118.035,141898
2020-03-03 10:30:00-05:00,118.045,118.61,117.86,118.555,47911
2020-03-03 10:45:00-05:00,118.65,118.925,117.48,118.87,90007
2020-03-03 11:00:00-05:00,118.795,119.02,117.33,117.405,39724
2020-03-03 11:15:00-05:00,117.635,118.19,116.46,116.67,43480
2020-03-03 11:30:00-05:00,116.52,118.205,116.46,117.91,28624
2020-03-03 11:45:00-05:00,117.835,118.21,117.2,117.955,50758
2020-03-03 12:00:00-05:00,117.93,118.09,117.63,117.63,63625
2020-03-03 12:15:00-05:00,117.68,117.92,117.23,117.49,90781
2020-03-03 12:30:00-05:00,117.51,117.87,117.32,117.55,37112
2020-03-03 12:45:00-05:00,117.55,118.08,117.46,117.795,100961
2020-03-03 13:00:00-05:00,117.785,117.785,116.985,117.1,33622
2020-03-03 13:15:00-05:00,117.12,117.33,116.705,117.15,67696
2020-03-03 13:30:00-05:00,117.11,117.795,116.97,117.11,98540
2020-03-03 13:45:00-05:00,117.19,117.33,116.96,117.04,41002
2020-03-03 14:00:00-05:00,117.17,117.3,116.39,116.9,55158
2020-03-03 14:15:00-05:00,116.9,117.5,116.5,117.31,65349
2020-03-03 14:30:00-05:00,117.4,117.49,116.56,116.815,30850
2020-03-03 14:45:00-05:00,116.67,117.57,116.67,117.08,30034
2020-03-03 15:00:00-05:00,117.165,117.8,116.84,117.47,36382
2020-03-03 15:15:00-05:00,117.44,118.0,117.02,117.94,45846
2020-03-03 15:30:00-05:00,117.88,117.94,116.28,117.51,35995
2020-03-03 15:45:00-05:00,117.52,117.82,116.35,116.95,156117
2020-03-04 08:30:00-05:00,119.16,119.16,119.16,119.16,100
2020-03-04 09:30:00-05:00,118.04,118.26,115.94,116.145,49630
2020-03-04 09:45:00-05:00,116.145,116.17,115.15,115.745,40643
2020-03-04 10:00:00-05:00,115.78,116.19,115.4,116.0,67156
2020-03-04 10:15:00-05:00,115.96,116.57,115.7,116.19,75780
2020-03-04 10:30:00-05:00,116.19,116.32,115.06,115.62,70141
2020-03-04 10:45:00-05:00,115.56,115.62,114.715,115.26,86700
2020-03-04 11:00:00-05:00,115.21,115.8,115.19,115.7,30509
2020-03-04 11:15:00-05:00,115.77,116.85,115.44,116.85,21461
2020-03-04 11:30:00-05:00,116.84,117.01,116.25,116.61,106273
2020-03-04 11:45:00-05:00,116.62,116.64,115.85,116.215,35475
2020-03-04 12:00:00-05:00,116.15,116.55,116.15,116.54,9210
2020-03-04 12:15:00-05:00,116.545,116.69,116.21,116.69,13392
2020-03-04 12:30:00-05:00,116.74,116.84,116.495,116.73,32519
2020-03-04 12:45:00-05:00,116.75,117.09,116.69,117.08,11563
2020-03-04 13:00:00-05:00,117.045,117.38,117.0,117.02,11502
2020-03-04 13:15:00-05:00,117.06,117.67,117.03,117.64,12152
2020-03-04 13:30:00-05:00,117.62,117.85,117.46,117.54,38407
2020-03-04 13:45:00-05:00,117.505,117.91,117.425,117.7,24150
2020-03-04 14:00:00-05:00,117.825,117.85,117.41,117.54,12352
2020-03-04 14:15:00-05:00,117.55,118.015,117.55,117.905,12672
2020-03-04 14:30:00-05:00,117.96,118.01,117.5,117.98,40417
2020-03-04 14:45:00-05:00,117.975,117.98,117.68,117.88,14959
2020-03-04 15:00:00-05:00,117.82,118.445,117.82,118.35,17788
2020-03-04 15:15:00-05:00,118.36,119.375,118.285,119.375,48224
2020-03-04 15:30:00-05:00,119.335,120.03,119.31,119.4,78213
2020-03-04 15:45:00-05:00,119.4,120.19,118.9,119.855,156363
2020-03-05 09:30:00-05:00,115.67,115.67,114.56,115.13,42761
2020-03-05 09:45:00-05:00,115.21,115.21,113.715,113.895,40908
2020-03-05 10:00:00-05:00,113.86,114.56,113.65,114.47,30758
2020-03-05 10:15:00-05:00,114.47,115.1,114.39,114.56,44471
2020-03-05 10:30:00-05:00,114.565,114.655,113.96,114.255,55201
2020-03-05 10:45:00-05:00,114.26,114.93,114.235,114.78,52035
2020-03-05 11:00:00-05:00,114.78,115.875,114.73,115.78,29244
2020-03-05 11:15:00-05:00,115.79,116.41,115.695,116.09,28370
2020-03-05 11:30:00-05:00,116.12,116.22,115.45,115.505,53882
2020-03-05 11:45:00-05:00,115.47,115.76,115.17,115.27,24841
2020-03-05 12:00:00-05:00,115.285,115.43,115.115,115.25,29803
2020-03-05 12:15:00-05:00,115.23,115.42,114.7,114.85,47510
2020-03-05 12:30:00-05:00,114.8,115.0,113.87,113.87,35334
2020-03-05 12:45:00-05:00,113.855,113.99,113.49,113.49,111765
2020-03-05 13:00:00-05:00,113.49,113.8,113.45,113.5,100003
2020-03-05 13:15:00-05:00,113.47,114.1,113.405,113.93,36140
2020-03-05 13:30:00-05:00,113.95,114.31,113.75,114.04,12420
2020-03-05 13:45:00-05:00,113.93,114.3,113.85,114.3,73023
2020-03-05 14:00:00-05:00,114.24,114.26,113.63,114.0,10923
2020-03-05 14:15:00-05:00,113.96,114.01,113.46,113.56,17933
2020-03-05 14:30:00-05:00,113.62,114.25,113.48,114.15,12983
2020-03-05 14:45:00-05:00,114.07,114.195,113.75,113.95,11882
2020-03-05 15:00:00-05:00,113.92,113.96,113.39,113.49,8668
2020-03-05 15:15:00-05:00,113.47,113.54,112.71,112.75,25209
2020-03-05 15:30:00-05:00,112.705,113.38,112.59,112.98,61698
2020-03-05 15:45:00-05:00,112.99,114.13,112.68,114.01,94811
2020-03-05 18:30:00-05:00,113.14,113.14,113.14,113.14,100
2020-03-06 08:30:00-05:00,108.82,108.82,108.82,108.82,100
2020-03-06 08:45:00-05:00,108.66,108.66,108.66,108.66,600
2020-03-06 09:15:00-05:00,106.12,106.12,106.06,106.06,1136
2020-03-06 09:30:00-05:00,106.1,108.88,105.05,108.53,195252
2020-03-06 09:45:00-05:00,108.525,108.81,107.8,108.71,120352
2020-03-06 10:00:00-05:00,108.685,109.245,108.14,108.48,53295
2020-03-06 10:15:00-05:00,108.455,109.96,108.44,109.85,39952
2020-03-06 10:30:00-05:00,109.825,110.285,109.06,109.84,34725
2020-03-06 10:45:00-05:00,109.84,109.88,109.16,109.35,36893
2020-03-06 11:00:00-05:00,109.36,109.49,108.2,108.23,76228
2020-03-06 11:15:00-05:00,108.26,108.45,107.42,107.53,41521
2020-03-06 11:30:00-05:00,107.59,108.24,107.59,107.81,30239
2020-03-06 11:45:00-05:00,107.77,107.86,107.22,107.28,34007
2020-03-06 12:00:00-05:00,107.26,107.265,106.58,106.72,28088
2020-03-06 12:15:00-05:00,106.65,107.16,106.57,106.83,23480
2020-03-06 12:30:00-05:00,106.77,107.52,106.77,107.49,46380
2020-03-06 12:45:00-05:00,107.54,107.72,106.88,107.04,55011
2020-03-06 13:00:00-05:00,106.85,107.52,106.84,107.15,29705
2020-03-06 13:15:00-05:00,107.21,108.015,107.21,107.765,33944
2020-03-06 13:30:00-05:00,107.745,108.13,107.43,108.02,32486
2020-03-06 13:45:00-05:00,108.025,108.025,107.43,107.53,33302
2020-03-06 14:00:00-05:00,107.57,107.59,107.06,107.28,53459
2020-03-06 14:15:00-05:00,107.265,107.8,107.21,107.6,34026
2020-03-06 14:30:00-05:00,107.62,107.62,106.675,106.75,47571
2020-03-06 14:45:00-05:00,106.75,106.94,106.56,106.78,34588
2020-03-06 15:00:00-05:00,106.69,107.33,106.28,106.81,57826
2020-03-06 15:15:00-05:00,106.78,107.28,106.64,106.69,30163
2020-03-06 15:30:00-05:00,106.58,107.86,106.565,107.49,62626
2020-03-06 15:45:00-05:00,107.52,108.71,107.255,108.08,137819
2020-03-09 07:00:00-04:00,100.05,100.05,100.05,100.05,100
2020-03-09 09:00:00-04:00,96.78,96.78,96.78,96.78,100
2020-03-09 09:30:00-04:00,96.51,96.81,94.0,95.39,36065
2020-03-09 09:45:00-04:00,95.475,99.205,93.795,97.83,121605
2020-03-09 10:00:00-04:00,97.85,98.39,96.31,97.99,145457
2020-03-09 10:15:00-04:00,98.08,98.67,96.94,97.21,51890
2020-03-09 10:30:00-04:00,97.3,97.49,96.3,96.34,49984
2020-03-09 10:45:00-04:00,96.15,96.3,94.92,95.02,63481
2020-03-09 11:00:00-04:00,94.82,94.89,93.6,94.88,60338
2020-03-09 11:15:00-04:00,94.88,95.665,94.82,95.31,71043
2020-03-09 11:30:00-04:00,95.28,96.52,94.74,96.19,66869
2020-03-09 11:45:00-04:00,96.155,96.34,95.845,96.33,81081
2020-03-09 12:00:00-04:00,96.27,97.14,95.835,96.98,82297
2020-03-09 12:15:00-04:00,97.02,97.21,96.0,96.045,112669
2020-03-09 12:30:00-04:00,95.985,96.135,95.5,95.6,28634
2020-03-09 12:45:00-04:00,95.6,95.89,95.01,95.185,31026
2020-03-09 13:00:00-04:00,95.165,95.58,95.0,95.46,18738
2020-03-09 13:15:00-04:00,95.5,95.52,95.01,95.01,13824
2020-03-09 13:30:00-04:00,95.01,95.02,94.2,94.225,14326
2020-03-09 13:45:00-04:00,94.32,94.4,94.01,94.05,12198
2020-03-09 14:00:00-04:00,94.04,94.48,93.74,94.48,102187
2020-03-09 14:15:00-04:00,94.48,95.015,94.0,94.0,114496
2020-03-09 14:30:00-04:00,94.01,94.01,93.0,93.015,48324
2020-03-09 14:45:00-04:00,93.005,94.49,93.0,94.04,50688
2020-03-09 15:00:00-04:00,94.05,94.3,93.53,93.53,25477
2020-03-09 15:15:00-04:00,93.45,94.83,93.45,94.34,40913
2020-03-09 15:30:00-04:00,94.31,94.82,93.99,94.27,123942
2020-03-09 15:45:00-04:00,94.27,94.63,93.28,93.28,238978
2020-03-10 08:00:00-04:00,97.75,97.79,97.75,97.79,260
2020-03-10 09:30:00-04:00,98.87,99.08,95.705,95.72,132351
2020-03-10 09:45:00-04:00,95.69,97.67,95.075,97.03,125585
2020-03-10 10:00:00-04:00,97.105,98.42,96.955,97.975,56352
2020-03-10 10:15:00-04:00,98.02,98.17,97.37,97.43,65537
2020-03-10 10:30:00-04:00,97.47,97.51,96.5,96.63,58343
2020-03-10 10:45:00-04:00,96.59,96.69,95.535,95.55,117226
2020-03-10 11:00:00-04:00,95.51,96.33,95.25,96.1,47810
2020-03-10 11:15:00-04:00,96.11,96.12,95.01,95.04,60828
2020-03-10 11:30:00-04:00,95.05,95.485,94.685,95.485,122356
2020-03-10 11:45:00-04:00,95.485,96.24,94.605,95.31,56759
2020-03-10 12:00:00-04:00,95.48,97.02,95.48,96.955,53630
2020-03-10 12:15:00-04:00,97.0,97.16,96.285,96.285,39608
2020-03-10 12:30:00-04:00,96.19,96.7,95.56,96.7,28739
2020-03-10 12:45:00-04:00,96.73,97.33,96.03,97.3,38223
2020-03-10 13:00:00-04:00,97.34,97.83,96.48,97.78,92257
2020-03-10 13:15:00-04:00,97.78,98.03,97.3,97.495,55555
2020-03-10 13:30:00-04:00,97.495,98.36,97.405,98.295,56927
2020-03-10 13:45:00-04:00,98.24,98.25,97.43,97.75,38773
2020-03-10 14:00:00-04:00,97.79,98.29,97.05,98.16,24836
2020-03-10 14:15:00-04:00,98.36,98.62,97.445,97.5,28224
2020-03-10 14:30:00-04:00,97.525,99.705,97.42,99.705,30894
2020-03-10 14:45:00-04:00,99.83,100.605,99.34,99.53,61483
2020-03-10 15:00:00-04:00,99.65,100.245,99.38,100.05,39377
2020-03-10 15:15:00-04:00,100.055,101.245,99.88,100.205,62833
2020-03-10 15:30:00-04:00,100.22,100.68,99.71,100.36,59842
2020-03-10 15:45:00-04:00,100.31,101.27,100.19,100.675,112208
2020-03-11 09:30:00-04:00,97.7,98.68,97.15,97.92,101690
2020-03-11 09:45:00-04:00,98.06,98.2,96.55,96.79,30592
2020-03-11 10:00:00-04:00,96.695,98.01,96.405,97.585,22515
2020-03-11 10:15:00-04:00,97.495,97.76,96.86,97.16,18281
2020-03-11 10:30:00-04:00,97.07,97.59,96.9,96.97,49969
2020-03-11 10:45:00-04:00,96.89,97.55,96.6,97.3,39487
2020-03-11 11:00:00-04:00,97.33,97.46,96.68,97.02,43002
2020-03-11 11:15:00-04:00,97.05,97.05,96.05,96.15,35822
2020-03-11 11:30:00-04:00,96.16,97.25,95.93,96.87,30630
2020-03-11 11:45:00-04:00,96.86,98.52,96.68,98.38,64417
2020-03-11 12:00:00-04:00,98.28,99.14,98.0,98.9,42120
2020-03-11 12:15:00-04:00,98.86,100.04,98.68,98.8,60412
2020-03-11 12:30:00-04:00,98.85,98.99,98.04,98.27,31985
2020-03-11 12:45:00-04:00,98.1,98.62,97.635,98.395,28634
2020-03-11 13:00:00-04:00,98.335,98.34,97.72,97.83,48645
2020-03-11 13:15:00-04:00,97.91,98.38,97.655,98.17,68651
2020-03-11 13:30:00-04:00,98.105,98.305,97.09,97.09,39781
2020-03-11 13:45:00-04:00,97.01,97.36,96.795,97.11,43405
2020-03-11 14:00:00-04:00,97.14,97.25,96.49,96.54,72303
2020-03-11 14:15:00-04:00,96.62,96.83,95.94,95.99,73240
2020-03-11 14:30:00-04:00,96.04,96.58,95.785,96.0,62349
2020-03-11 14:45:00-04:00,96.005,96.35,95.78,95.975,102361
2020-03-11 15:00:00-04:00,95.98,96.27,94.57,94.695,76881
2020-03-11 15:15:00-04:00,94.74,95.67,94.695,95.57,76273
2020-03-11 15:30:00-04:00,95.37,96.82,95.21,96.015,139090
2020-03-11 15:45:00-04:00,96.01,96.45,95.11,95.97,185142
2020-03-12 08:15:00-04:00,88.53,88.53,88.53,88.53,121
2020-03-12 09:30:00-04:00,89.14,89.93,88.08,89.12,56054
2020-03-12 09:45:00-04:00,88.96,90.05,86.37,90.02,49356
2020-03-12 10:00:00-04:00,90.0,90.19,88.595,90.07,63700
2020-03-12 10:15:00-04:00,90.18,90.555,88.155,88.33,54706
2020-03-12 10:30:00-04:00,88.435,89.275,87.18,88.195,172932
2020-03-12 10:45:00-04:00,88.23,89.47,88.185,88.53,203690
2020-03-12 11:00:00-04:00,88.51,88.51,86.935,86.985,87104
2020-03-12 11:15:00-04:00,87.055,87.255,86.75,87.01,82598
2020-03-12 11:30:00-04:00,87.065,87.34,86.85,86.905,60754
2020-03-12 11:45:00-04:00,86.95,87.445,86.8,87.185,68274
2020-03-12 12:00:00-04:00,87.05,87.41,86.86,86.93,58631
2020-03-12 12:15:00-04:00,87.03,88.49,87.03,88.17,73910
2020-03-12 12:30:00-04:00,88.07,88.24,87.23,87.43,36473
2020-03-12 12:45:00-04:00,87.485,95.78,87.455,94.345,87952
2020-03-12 13:00:00-04:00,94.21,96.81,90.845,92.22,121398
2020-03-12 13:15:00-04:00,92.01,92.53,90.57,91.185,27398
2020-03-12 13:30:00-04:00,91.265,91.53,88.1,88.46,55691
2020-03-12 13:45:00-04:00,88.415,89.99,88.12,89.45,48016
2020-03-12 14:00:00-04:00,89.495,89.7,88.33,88.48,47256
2020-03-12 14:15:00-04:00,88.335,88.88,88.335,88.53,30776
2020-03-12 14:30:00-04:00,88.37,88.43,87.65,87.78,40677
2020-03-12 14:45:00-04:00,87.76,89.4,87.61,88.695,44132
2020-03-12 15:00:00-04:00,88.71,90.97,88.7,90.9,100875
2020-03-12 15:15:00-04:00,90.905,90.905,89.82,90.47,79768
2020-03-12 15:30:00-04:00,90.49,90.72,89.51,89.58,62431
2020-03-12 15:45:00-04:00,89.63,90.89,88.04,88.04,210491
2020-03-13 09:15:00-04:00,95.94,95.94,95.94,95.94,1200
2020-03-13 09:30:00-04:00,96.0,97.02,92.05,93.92,120843
2020-03-13 09:45:00-04:00,94.1,94.78,93.22,93.745,99137
2020-03-13 10:00:00-04:00,93.865,95.71,93.7,94.71,71228
2020-03-13 10:15:00-04:00,94.725,96.855,94.58,95.84,82405
2020-03-13 10:30:00-04:00,95.88,96.53,94.985,95.15,49397
2020-03-13 10:45:00-04:00,95.18,95.505,94.59,94.81,59819
2020-03-13 11:00:00-04:00,94.88,96.095,94.88,95.92,57267
2020-03-13 11:15:00-04:00,95.98,96.055,94.655,94.66,57624
2020-03-13 11:30:00-04:00,94.61,94.85,93.0,93.13,81992
2020-03-13 11:45:00-04:00,93.305,95.42,92.71,95.085,52272
2020-03-13 12:00:00-04:00,95.07,95.2,93.75,94.07,56991
2020-03-13 12:15:00-04:00,93.96,94.6,93.79,93.945,40281
2020-03-13 12:30:00-04:00,93.96,95.915,93.94,95.855,202474
2020-03-13 12:45:00-04:00,95.885,95.965,94.45,94.45,32424
2020-03-13 13:00:00-04:00,94.485,95.42,94.09,95.22,20382
2020-03-13 13:15:00-04:00,95.24,96.0,94.725,95.98,57626
2020-03-13 13:30:00-04:00,95.95,96.71,95.18,95.805,55375
2020-03-13 13:45:00-04:00,96.075,96.875,95.85,96.845,29376
2020-03-13 14:00:00-04:00,96.765,96.765,95.69,95.97,22379
2020-03-13 14:15:00-04:00,95.99,96.885,95.72,95.72,31897
2020-03-13 14:30:00-04:00,95.8,96.39,94.82,96.37,23253
2020-03-13 14:45:00-04:00,96.415,96.755,95.79,96.68,29035
2020-03-13 15:00:00-04:00,96.7,97.65,96.17,96.895,46864
2020-03-13 15:15:00-04:00,96.9,98.88,96.82,98.71,60822
2020-03-13 15:30:00-04:00,98.61,99.55,96.38,99.17,52320
2020-03-13 15:45:00-04:00,99.21,103.96,99.21,103.91,133422
2020-03-13 16:00:00-04:00,103.37,103.37,101.89,101.89,200
2020-03-13 16:30:00-04:00,102.35,102.35,102.35,102.35,427
2020-03-16 09:00:00-04:00,87.02,87.02,87.02,87.02,100
2020-03-16 09:45:00-04:00,85.125,89.4,84.55,89.26,145395
2020-03-16 10:00:00-04:00,89.19,89.995,87.835,88.055,67867
2020-03-16 10:15:00-04:00,88.145,89.77,87.26,88.9,90065
2020-03-16 10:30:00-04:00,88.99,92.0,88.985,92.0,63083
2020-03-16 10:45:00-04:00,92.16,92.73,90.09,91.27,79669
2020-03-16 11:00:00-04:00,91.225,92.46,90.53,92.0,47230
2020-03-16 11:15:00-04:00,92.0,93.98,92.0,92.57,56161
2020-03-16 11:30:00-04:00,92.585,92.585,90.49,90.81,74750
2020-03-16 11:45:00-04:00,90.82,91.42,90.055,91.42,28526
2020-03-16 12:00:00-04:00,91.25,91.75,90.6,90.6,27399
2020-03-16 12:15:00-04:00,90.59,90.81,89.64,89.94,31851
2020-03-16 12:30:00-04:00,90.02,90.39,89.19,89.93,56999
2020-03-16 12:45:00-04:00,89.935,90.02,89.3,89.72,21380
2020-03-16 13:00:00-04:00,89.77,91.17,89.58,90.9,15070
2020-03-16 13:15:00-04:00,90.96,91.16,90.26,90.86,17302
2020-03-16 13:30:00-04:00,90.79,90.79,89.91,90.29,26641
2020-03-16 13:45:00-04:00,90.38,90.99,90.32,90.76,20767
2020-03-16 14:00:00-04:00,90.7,90.7,89.86,90.13,148188
2020-03-16 14:15:00-04:00,90.26,90.44,89.42,89.685,21577
2020-03-16 14:30:00-04:00,89.72,91.88,89.51,90.86,122040
2020-03-16 14:45:00-04:00,91.17,91.25,90.37,90.51,115053
2020-03-16 15:00:00-04:00,90.645,91.09,90.05,90.05,48898
2020-03-16 15:15:00-04:00,90.09,90.75,89.57,89.605,35783
2020-03-16 15:30:00-04:00,89.53,89.73,88.14,89.72,101597
2020-03-16 15:45:00-04:00,89.71,89.75,88.08,88.36,292566
2020-03-17 09:30:00-04:00,90.775,92.42,87.81,87.97,92761
2020-03-17 09:45:00-04:00,88.0,89.61,87.565,88.0,65545
2020-03-17 10:00:00-04:00,87.95,90.81,87.88,89.2,72806
2020-03-17 10:15:00-04:00,89.38,90.37,88.41,90.0,67424
2020-03-17 10:30:00-04:00,90.13,90.52,88.015,88.64,100465
2020-03-17 10:45:00-04:00,88.66,89.56,88.07,88.555,94895
2020-03-17 11:00:00-04:00,88.51,92.405,88.16,91.92,112898
2020-03-17 11:15:00-04:00,92.0,93.36,91.25,92.21,113913
2020-03-17 11:30:00-04:00,92.05,93.0,91.11,91.29,66880
2020-03-17 11:45:00-04:00,91.46,93.27,91.33,92.97,64950
2020-03-17 12:00:00-04:00,92.96,95.47,92.5,95.46,79985
2020-03-17 12:15:00-04:00,95.51,97.33,94.42,94.65,74596
2020-03-17 12:30:00-04:00,94.63,94.89,92.3,92.49,48786
2020-03-17 12:45:00-04:00,92.59,93.105,92.2,93.02,37726
2020-03-17 13:00:00-04:00,92.9,93.98,92.1,92.28,34119
2020-03-17 13:15:00-04:00,92.21,92.96,91.86,92.6,39819
2020-03-17 13:30:00-04:00,92.54,93.14,92.05,92.82,49456
2020-03-17 13:45:00-04:00,93.0,93.6,92.82,93.04,27841
2020-03-17 14:00:00-04:00,93.04,94.8,92.49,94.4,66134
2020-03-17 14:15:00-04:00,94.48,95.76,94.27,95.62,52442
2020-03-17 14:30:00-04:00,95.75,97.3,95.56,96.13,58059
2020-03-17 14:45:00-04:00,96.17,96.55,94.17,94.85,38798
2020-03-17 15:00:00-04:00,94.79,94.94,93.23,94.26,51883
2020-03-17 15:15:00-04:00,94.27,94.74,92.77,92.97,43863
2020-03-17 15:30:00-04:00,92.9,94.95,92.73,94.56,82305
2020-03-17 15:45:00-04:00,94.52,94.82,92.0,93.77,276183
2020-03-18 09:30:00-04:00,87.67,90.53,87.44,89.29,85161
2020-03-18 09:45:00-04:00,89.385,89.92,88.54,88.92,49650
2020-03-18 10:00:00-04:00,88.84,89.7,88.515,88.9,76217
2020-03-18 10:15:00-04:00,88.9,89.41,87.81,88.13,74791
2020-03-18 10:30:00-04:00,88.17,88.31,87.42,87.59,78213
2020-03-18 10:45:00-04:00,87.6,87.65,84.56,84.765,104314
2020-03-18 11:00:00-04:00,84.745,86.18,84.745,84.93,77767
2020-03-18 11:15:00-04:00,84.77,85.4,84.1,84.92,69092
2020-03-18 11:30:00-04:00,84.92,85.55,84.67,84.94,69634
2020-03-18 11:45:00-04:00,84.8,86.38,84.76,85.54,53946
2020-03-18 12:00:00-04:00,85.475,85.99,85.03,85.11,27375
2020-03-18 12:15:00-04:00,85.13,85.71,84.55,85.71,43743
2020-03-18 12:30:00-04:00,85.72,85.96,85.08,85.66,28801
2020-03-18 12:45:00-04:00,85.685,85.83,84.74,84.81,17905
2020-03-18 13:00:00-04:00,84.61,85.23,84.28,84.305,11558
2020-03-18 13:15:00-04:00,84.36,85.35,84.2,84.73,36214
2020-03-18 13:30:00-04:00,84.63,85.26,84.0,84.41,60976
2020-03-18 13:45:00-04:00,84.29,85.08,84.01,84.025,46194
2020-03-18 14:00:00-04:00,84.07,84.57,83.025,83.04,33741
2020-03-18 14:15:00-04:00,83.03,83.31,82.02,82.845,46465
2020-03-18 14:30:00-04:00,82.89,84.19,82.285,82.765,165636
2020-03-18 14:45:00-04:00,82.81,83.93,82.44,83.54,162728
2020-03-18 15:00:00-04:00,83.6,84.55,82.3,84.035,122366
