time,close,kcup,kclo,bollinger_band_upper,bollinger_band_lower,EMA9,EMA21
2020-01-03 15:15:00-05:00,138.615,139.01552482550483,138.45897517449515,139.2172552083058,138.25724479169418,138.72535097859918,138.9280803426714
2020-01-03 15:30:00-05:00,138.71,139.02810583987318,138.4778941601268,139.20561113785007,138.3003888621499,138.72228078287935,138.908254856974
2020-01-03 15:45:00-05:00,138.36,139.03725433649365,138.4702456635064,139.20355551352858,138.30394448647147,138.64982462630348,138.85841350634
2020-01-06 09:30:00-05:00,137.11,139.08707072963423,138.2914292703658,139.54206129522535,137.83643870477468,138.3418597010428,138.69946682394547
2020-01-06 09:45:00-05:00,137.16,139.01337162629792,138.2356283737021,139.71556370116548,137.53343629883454,138.10548776083425,138.5595152944959
2020-01-06 10:00:00-05:00,137.265,138.93020026204962,138.16829973795038,139.79473141189237,137.30376858810763,137.9373902086674,138.44183208590536
2020-01-06 10:15:00-05:00,137.54,138.86704486677849,138.11545513322147,139.81288325990428,137.16961674009568,137.85791216693394,138.35984735082306
2020-01-06 10:30:00-05:00,137.52,138.78901270509496,138.061487294905,139.8041491604675,137.04635083953247,137.79032973354717,138.28349759165732
2020-01-06 10:45:00-05:00,137.45,138.69896691369573,137.9995330863043,139.76868752759256,136.92981247240746,137.72226378683774,138.20772508332485
2020-01-06 11:00:00-05:00,137.665,138.63485805366147,137.9281419463385,139.69547573119993,136.86752426880005,137.71081102947022,138.15838643938622
2020-01-06 11:15:00-05:00,137.47,138.54382779736926,137.8491722026307,139.589822798584,136.80317720141596,137.66264882357618,138.09580585398746
2020-01-06 11:30:00-05:00,137.54,138.45523407624256,137.78476592375745,139.4789740712454,136.7610259287546,137.63811905886095,138.0452780490795
2020-01-06 11:45:00-05:00,137.39,138.36024607651493,137.7107539234851,139.3526616213828,136.71833837861723,137.58849524708876,137.985707317345
2020-01-06 12:00:00-05:00,137.49,138.28790941301855,137.65209058698144,139.25703249049147,136.68296750950853,137.56879619767102,137.9406430157682
2020-01-06 12:15:00-05:00,137.365,138.20580227617532,137.5941977238247,139.15690932554156,136.64309067445845,137.52803695813682,137.88831183251654
2020-01-06 12:30:00-05:00,137.635,138.1534724924289,137.54702750757113,139.06350779358144,136.6369922064186,137.54942956650945,137.86528348410593
2020-01-06 12:45:00-05:00,137.52,138.08971864403196,137.50678135596803,138.97192741914566,136.62457258085433,137.54354365320756,137.83389407645993
2020-01-06 13:00:00-05:00,137.715,138.03437432948147,137.45812567051854,138.83017015145896,136.66232984854105,137.57783492256607,137.82308552405448
2020-01-06 13:15:00-05:00,137.83,137.9791889938953,137.4228110061047,138.68177627686703,136.72022372313296,137.62826793805286,137.8237141127768
2020-01-06 13:30:00-05:00,137.78,137.92367557789748,137.3893244221025,138.52668509827808,136.7863149017219,137.6586143504423,137.81974010252435
2020-01-06 13:45:00-05:00,137.735,137.86838080955434,137.35661919044568,138.35879259113372,136.8662074088663,137.67389148035383,137.8120364568403
2020-01-06 14:00:00-05:00,137.79,137.81693030723977,137.3160696927602,138.11522196008167,137.0177780399183,137.69711318428307,137.81003314258209
2020-01-06 14:15:00-05:00,137.665,137.77640533248413,137.28709466751585,137.93856400121084,137.12493599878914,137.69069054742647,137.79684831143825
2020-01-06 14:30:00-05:00,137.59,137.79109941834008,137.3204005816599,137.91119301490434,137.20030698509564,137.67055243794118,137.7780439194893
2020-01-06 14:45:00-05:00,137.635,137.80549691965578,137.3535030803442,137.8833334031081,137.27566659689188,137.66344195035293,137.76503992680844
2020-01-06 15:00:00-05:00,137.7,137.81892687451466,137.38357312548533,137.87061328433825,137.33188671566174,137.67075356028235,137.7591272061895
2020-01-06 15:15:00-05:00,137.66,137.8172058962966,137.3972941037034,137.87621438817692,137.33828561182307,137.6686028482259,137.75011564199045
2020-01-06 15:30:00-05:00,137.78,137.82734164778077,137.41315835221923,137.89649312328092,137.34400687671908,137.69088227858074,137.75283240180948
2020-01-06 15:45:00-05:00,138.21,137.8856168002023,137.4308831997977,138.02885796424246,137.28764203575756,137.79470582286461,137.7943930925541
2020-01-07 09:30:00-05:00,137.625,137.9246458452142,137.3878541547858,138.0271362075481,137.2853637924519,137.7607646582917,137.7789937205037
2020-01-07 09:45:00-05:00,137.09,137.92904178684736,137.34545821315263,138.08023598053376,137.19426401946623,137.62661172663337,137.71635792773063
2020-01-07 10:00:00-05:00,137.19,137.90210296063174,137.33739703936828,138.104588280148,137.13491171985203,137.5392893813067,137.66850720702783
2020-01-07 10:15:00-05:00,137.175,137.88724616877997,137.33075383122005,138.12388987070003,137.0941101293,137.46643150504536,137.62364291547985
2020-01-07 10:30:00-05:00,137.04,137.86272394350556,137.31027605649444,138.15935159279746,137.01364840720254,137.3811452040363,137.57058446861805
2020-01-07 10:45:00-05:00,136.99,137.8367282180627,137.2987717819373,138.19325590051662,136.94224409948336,137.30291616322904,137.51780406238004
2020-01-07 11:00:00-05:00,136.77,137.79068853833476,137.25831146166527,138.2431163605753,136.80588363942474,137.19633293058325,137.44982187489094
2020-01-07 11:15:00-05:00,136.695,137.7475644842881,137.2189355157119,138.29201302560222,136.67448697439778,137.0960663444666,137.3812017044463
2020-01-07 11:30:00-05:00,136.48,137.68550578002183,137.15749421997813,138.33726887454276,136.5057311254572,136.97285307557328,137.29927427676938
2020-01-07 11:45:00-05:00,136.15,137.61123507036868,137.06376492963133,138.39303428725998,136.28196571274003,136.80828246045866,137.19479479706308
2020-01-07 12:00:00-05:00,136.125,137.52678720986913,136.98271279013088,138.41819531457332,136.09130468542668,136.67162596836693,137.0975407246028
2020-01-07 12:15:00-05:00,136.3,137.4509575491899,136.91504245081015,138.3976101822147,135.96838981778535,136.59730077469357,137.02503702236618
2020-01-07 12:30:00-05:00,136.09,137.36503083418577,136.83096916581425,138.37031823228835,135.82568176771167,136.49584061975486,136.94003365669653
2020-01-07 12:45:00-05:00,135.96,137.27284188532028,136.75265811467975,138.35183639318902,135.673663606811,136.3886724958039,136.85093968790594
2020-01-07 13:00:00-05:00,135.92,137.1811120330803,136.6773879669197,138.32389492745904,135.53460507254096,136.2949379966431,136.76630880718722
2020-01-07 13:15:00-05:00,135.99,137.08907623278694,136.60492376721302,138.26029923825254,135.43370076174742,136.2339503973145,136.6957352792611
2020-01-07 13:30:00-05:00,135.91,136.99728291006102,136.51771708993897,138.17006578794278,135.3449342120572,136.1691603178516,136.62430479932826
2020-01-07 13:45:00-05:00,136.145,136.92512298961137,136.43837701038868,138.0524020730173,135.31109792698274,136.1643282542813,136.58073163575295
2020-01-07 14:00:00-05:00,136.285,136.84762983066997,136.36637016933003,137.8854258412526,135.3285741587474,136.18846260342502,136.55384694159358
2020-01-07 14:15:00-05:00,136.41,136.7568699831825,136.2771300168175,137.55018312434183,135.48381687565816,136.23277008274002,136.54076994690325
2020-01-07 14:30:00-05:00,136.53,136.69641098068618,136.22808901931379,137.35467705731915,135.56982294268082,136.29221606619203,136.53979086082114
2020-01-07 14:45:00-05:00,136.495,136.65778656015996,136.20721343984005,137.2750931152689,135.5899068847311,136.33277285295364,136.53571896438285
2020-01-07 15:00:00-05:00,136.455,136.61386890023317,136.1776310997668,137.15967528568513,135.63182471431486,136.3572182823629,136.52838087671168
2020-01-07 15:15:00-05:00,136.37,136.566606469905,136.14439353009502,137.02562096316043,135.68537903683958,136.35977462589034,136.51398261519245
2020-01-07 15:30:00-05:00,136.165,136.53242528256183,136.0910747174382,136.90336042480743,135.7201395751926,136.32081970071226,136.48225692290222
2020-01-07 15:45:00-05:00,135.84,136.48380992099638,136.02469007900365,136.78912111089238,135.71937888910765,136.22465576056982,136.42386992991112
2020-01-08 09:30:00-05:00,136.58,136.53579756936193,135.9537024306381,136.74679293169734,135.74270706830268,136.29572460845586,136.43806357264646
2020-01-08 09:45:00-05:00,136.605,136.52979354368938,135.95070645631063,136.72667059989695,135.75382940010306,136.3575796867647,136.45323961149677
2020-01-08 10:00:00-05:00,136.755,136.54286159765076,135.96513840234923,136.78266863564983,135.72533136435015,136.43706374941178,136.48067237408796
2020-01-08 10:15:00-05:00,136.575,136.5638356699277,135.9866643300723,136.82023165107097,135.73026834892903,136.46465099952943,136.48924761280722
2020-01-08 10:30:00-05:00,136.275,136.57215125181605,135.993348748184,136.82313460962527,135.74236539037477,136.42672079962355,136.46977055709746
2020-01-08 10:45:00-05:00,136.415,136.57187071931972,136.00512928068028,136.83209524416398,135.74490475583602,136.42437663969883,136.46479141554315
2020-01-08 11:00:00-05:00,136.695,136.6040233591261,136.0334766408739,136.88278503997515,135.75471496002484,136.4785013117591,136.4857194686756
2020-01-08 11:15:00-05:00,136.82,136.65807822042217,136.06542177957783,136.94153466965057,135.78196533034944,136.54680104940726,136.5161086078869
2020-01-08 11:30:00-05:00,137.135,136.748740780619,136.09625921938098,137.05921442826568,135.7857855717343,136.6644408395258,136.57237146171536
2020-01-08 11:45:00-05:00,137.24,136.81150935826182,136.1584906417382,137.1851954614351,135.78480453856494,136.77955267162065,136.63306496519579
2020-01-08 12:00:00-05:00,137.26,136.86925660016453,136.23574339983543,137.27908900277322,135.82591099722674,136.87564213729652,136.6900590592689
2020-01-08 12:15:00-05:00,137.26,136.9102353327195,136.3062646672805,137.37327683131713,135.84322316868287,136.9525137098372,136.74187187206263
2020-01-08 12:30:00-05:00,137.29,136.94462630762243,136.37237369237758,137.4650266661192,135.8519733338808,137.02001096786978,136.7917017018751
2020-01-08 12:45:00-05:00,137.285,136.9757936985248,136.4287063014752,137.54608507368582,135.85841492631417,137.07300877429583,136.83654700170462
2020-01-08 13:00:00-05:00,137.215,136.99585974631322,136.4771402536868,137.6061103180543,135.8668896819457,137.10140701943666,136.87095181973146
2020-01-08 13:15:00-05:00,137.385,137.03504755008984,136.52695244991017,137.688823307642,135.87317669235802,137.15812561554932,136.91768347248313
2020-01-08 13:30:00-05:00,137.275,137.06897175320185,136.57502824679815,137.741819204205,135.902180795795,137.18150049243948,136.9501667931665
2020-01-08 13:45:00-05:00,137.015,137.10286683779057,136.60563316220944,137.7523138530827,135.9561861469173,137.14820039395158,136.95606072106045
2020-01-08 14:00:00-05:00,137.005,137.133178536538,136.65932146346196,137.7352147442583,136.05728525574168,137.11956031516127,136.9605097464186
2020-01-08 14:15:00-05:00,136.995,137.17900375824524,136.72899624175477,137.6300146370285,136.27798536297152,137.09464825212902,136.96364522401691
2020-01-08 14:30:00-05:00,137.13,137.20328887578975,136.7597111242102,137.63791851220157,136.3250814877984,137.10171860170323,136.97876838546992
2020-01-08 14:45:00-05:00,137.25,137.23219649629826,136.79530350370172,137.65549822904055,136.37200177095943,137.1313748813626,137.00342580497264
2020-01-08 15:00:00-05:00,137.41,137.26648616784522,136.8265138321548,137.69940524822587,136.39359475177415,137.1870999050901,137.04038709542968
2020-01-08 15:15:00-05:00,137.455,137.3097728118174,136.8712271881826,137.7280438065467,136.45295619345328,137.24067992407208,137.07807917766334
2020-01-08 15:30:00-05:00,137.28,137.35864607787917,136.92285392212077,137.6539574065211,136.62754259347884,137.24854393925767,137.09643561605756
2020-01-08 15:45:00-05:00,136.96,137.40819078690248,136.92780921309748,137.56328004729852,136.77271995270144,137.19083515140613,137.08403237823413
2020-01-09 09:30:00-05:00,137.51,137.5125027487493,136.9049972512507,137.5648084665217,136.85269153347832,137.25466812112492,137.12275670748556
2020-01-09 09:45:00-05:00,137.56,137.55066333724378,136.9408366627562,137.58511899651006,136.9063810034899,137.31573449689995,137.16250609771416
2020-01-09 10:00:00-05:00,137.35,137.56391966890936,136.94908033109067,137.59471668545265,136.91828331454738,137.32258759751997,137.17955099792195
2020-01-09 10:15:00-05:00,137.34,137.56160359481729,136.96139640518274,137.60164083770763,136.9213591622924,137.326070078016,137.19413727083813
2020-01-09 10:30:00-05:00,137.28,137.55616731051134,136.96883268948864,137.60273985348206,136.9222601465179,137.3168560624128,137.2019429734892
2020-01-09 10:45:00-05:00,137.43,137.5647625069199,136.97723749308014,137.61937366509122,136.9226263349088,137.33948484993024,137.22267543044472
2020-01-09 11:00:00-05:00,137.47,137.56277900979327,136.99722099020673,137.63956113601037,136.92043886398963,137.3655878799442,137.24515948222248
2020-01-09 11:15:00-05:00,137.34,137.5617589336133,137.00374106638674,137.64331206123603,136.922187938764,137.36047030395537,137.25378134747498
2020-01-09 11:30:00-05:00,137.42,137.5670795457057,137.01892045429432,137.65709079261347,136.92890920738654,137.3723762431643,137.26889213406815
2020-01-09 11:45:00-05:00,137.665,137.57935952036382,137.0346404796362,137.70585889867894,136.9081411013211,137.43090099453144,137.30490194006194
2020-01-09 12:00:00-05:00,137.465,137.58369082193536,137.04930917806462,137.72115840045072,136.91184159954926,137.43772079562515,137.3194563091472
2020-01-09 12:15:00-05:00,137.305,137.5923198788544,137.06968012114558,137.71014863076795,136.95185136923203,137.41117663650013,137.31814209922473
2020-01-09 12:30:00-05:00,137.15,137.5944754647465,137.08202453525354,137.69609846837523,136.9804015316248,137.3589413092001,137.30285645384066
2020-01-09 12:45:00-05:00,137.3,137.60499495623992,137.10200504376007,137.6737811265165,137.0332188734835,137.34715304736008,137.30259677621876
2020-01-09 13:00:00-05:00,137.225,137.60320945062782,137.11329054937218,137.66719174208524,137.04930825791476,137.32272243788807,137.29554252383522
2020-01-09 13:15:00-05:00,137.18,137.59506938992752,137.11443061007253,137.67036927431397,137.03913072568608,137.29417795031046,137.28503865803202
2020-01-09 13:30:00-05:00,137.18,137.57568927589955,137.11081072410042,137.6670477764017,137.01945222359828,137.27134236024838,137.27548968912
2020-01-09 13:45:00-05:00,137.215,137.55637204887057,137.10612795112945,137.65539868258833,137.0071013174117,137.26007388819872,137.26999062647272
2020-01-09 14:00:00-05:00,137.36,137.55643469176528,137.11406530823479,137.65870950694685,137.0117904930532,137.280059110559,137.27817329679337
2020-01-09 14:15:00-05:00,137.335,137.56617135516257,137.1418286448374,137.62511077557753,137.08288922442244,137.2910472884472,137.28333936072124
2020-01-09 14:30:00-05:00,137.4,137.5590876633879,137.1379123366121,137.61059881624374,137.08640118375627,137.31283783075776,137.29394487338294
2020-01-09 14:45:00-05:00,137.285,137.54100991339084,137.1284900866092,137.5783302040236,137.09116979597644,137.30727026460622,137.2931317030754
2020-01-09 15:00:00-05:00,137.195,137.52495552739086,137.12904447260914,137.57827883443355,137.07572116556645,137.28481621168498,137.28421063915945
2020-01-09 15:15:00-05:00,137.255,137.51549435625049,137.13000564374948,137.5759708314424,137.06952916855758,137.27885296934798,137.28155512650858
2020-01-09 15:30:00-05:00,137.35,137.51486971377756,137.13763028622247,137.57891734944664,137.0735826505534,137.29308237547838,137.28777738773508
2020-01-09 15:45:00-05:00,137.445,137.51607545318603,137.13792454681396,137.58104931142256,137.07295068857744,137.3234659003827,137.30207035248642
2020-01-10 09:30:00-05:00,136.46,137.5377850376973,137.0152149623027,137.73229427492606,136.82070572507394,137.15077272030618,137.2255185022604
2020-01-10 09:45:00-05:00,136.855,137.53344342550452,136.9710565744955,137.74400812411628,136.76049187588373,137.09161817624496,137.19183500205492
2020-01-10 10:00:00-05:00,136.72,137.50264392963533,136.93185607036463,137.75612284898313,136.67837715101683,137.01729454099598,137.148940910959
2020-01-10 10:15:00-05:00,136.91,137.4612943357609,136.89770566423908,137.6914097371121,136.66759026288787,136.9958356327968,137.12721900996272
2020-01-10 10:30:00-05:00,136.77,137.42284471413095,136.8666552858691,137.66925954534764,136.6202404546524,136.95066850623746,137.09474455451155
2020-01-10 10:45:00-05:00,136.56,137.3839450808374,136.83105491916263,137.68702339765017,136.52797660234987,136.87253480498998,137.0461314131923
2020-01-10 11:00:00-05:00,136.55,137.34491323415932,136.81008676584065,137.70766706222932,136.44733293777065,136.808027843992,137.00102855744754
2020-01-10 11:15:00-05:00,136.345,137.2959194246619,136.76358057533812,137.7297836458101,136.3297163541899,136.7154222751936,136.94138959767957
2020-01-10 11:30:00-05:00,136.21,137.24115730176126,136.71684269823876,137.7617186091155,136.19628139088454,136.6143378201549,136.87489963425415
2020-01-10 11:45:00-05:00,136.19,137.1857888943531,136.67321110564694,137.78090070348682,136.07809929651322,136.52947025612394,136.81263603114013
2020-01-10 12:00:00-05:00,136.18,137.12962537389842,136.6293746261016,137.78471239147913,135.97428760852088,136.45957620489918,136.75512366467285
2020-01-10 12:15:00-05:00,136.285,137.0795449749446,136.5864550250554,137.760908797698,135.905091202302,136.42466096391934,136.71238514970258
2020-01-10 12:30:00-05:00,136.29,137.01807744552406,136.5409225544759,137.7028457469574,135.85615425304258,136.3977287711355,136.6739864997296
2020-01-10 12:45:00-05:00,136.3,136.95857188549104,136.496928114509,137.6358971883967,135.81960281160332,136.3781830169084,136.63998772702692
2020-01-10 13:00:00-05:00,136.48,136.91072745886916,136.45277254113088,137.53825621406983,135.8252437859302,136.39854641352673,136.6254433882063
2020-01-10 13:15:00-05:00,136.59,136.869979050137,136.42402094986298,137.4555034908646,135.83849650913538,136.4368371308214,136.62222126200572
2020-01-10 13:30:00-05:00,136.61,136.83515910176308,136.40034089823692,137.3840018137719,135.8514981862281,136.47146970465712,136.62111023818701
2020-01-10 13:45:00-05:00,136.495,136.7905584337872,136.36894156621284,137.2859665688433,135.87353343115674,136.4761757637257,136.6096456710791
2020-01-10 14:00:00-05:00,136.34,136.7371435383399,136.3213564616601,137.1417880761556,135.9167119238444,136.44894061098057,136.58513242825373
2020-01-10 14:15:00-05:00,136.4,136.6775439827498,136.2764560172502,136.91366680059338,136.04033319940663,136.43915248878446,136.5683022075034
2020-01-10 14:30:00-05:00,136.125,136.66611228121135,136.25438771878865,136.9244921668454,135.9960078331546,136.37632199102757,136.52800200682128
2020-01-10 14:45:00-05:00,136.115,136.62262210521897,136.22387789478103,136.87274416014412,135.97375583985587,136.32405759282207,136.49045636983755
2020-01-10 15:00:00-05:00,136.06,136.5860955196909,136.19440448030912,136.844892427459,135.93560757254102,136.27124607425765,136.4513239725796
2020-01-10 15:15:00-05:00,136.105,136.54149940360728,136.15850059639277,136.75017101607816,135.9498289839219,136.2379968594061,136.41983997507234
2020-01-10 15:30:00-05:00,135.92,136.5056780283862,136.1093219716138,136.70033718336654,135.91466281663347,136.17439748752489,136.37439997733847
2020-01-10 15:45:00-05:00,136.07,136.48095102601926,136.08504897398072,136.6706161965053,135.89538380349467,136.1535179900199,136.34672725212587
2020-01-13 09:30:00-05:00,136.11,136.48445455955954,136.0375454404405,136.63449839709884,135.8875016029012,136.14481439201595,136.3252065928417
2020-01-13 09:45:00-05:00,136.12,136.47295780498723,136.02654219501278,136.62613830733505,135.87336169266496,136.13985151361277,136.3065514480379
2020-01-13 10:00:00-05:00,135.83,136.46265725789956,135.99884274210044,136.65135451483377,135.81014548516623,136.0778812108902,136.26322858912536
2020-01-13 10:15:00-05:00,135.99,136.4500210222628,135.99147897773722,136.65473126324292,135.7867687367571,136.0603049687122,136.2383896264776
2020-01-13 10:30:00-05:00,135.885,136.43068023022093,135.98131976977905,136.66513648928535,135.74686351071463,136.02524397496975,136.20626329679783
2020-01-13 10:45:00-05:00,135.9,136.40395306375473,135.9695469362453,136.66387157780156,135.70962842219848,136.0001951799758,136.17842117890712
2020-01-13 11:00:00-05:00,135.885,136.37675998159443,135.95624001840554,136.65929119097092,135.67370880902905,135.97715614398064,136.1517465262792
2020-01-13 11:15:00-05:00,135.805,136.35699141559633,135.92650858440368,136.65558260637317,135.62791739362683,135.9427249151845,136.12022411479927
2020-01-13 11:30:00-05:00,135.94,136.3249741677759,135.90452583222412,136.61016556187832,135.6193344381217,135.9421799321476,136.10384010436297
2020-01-13 11:45:00-05:00,136.08,136.30374387311937,135.8747561268806,136.53129399638576,135.64720600361423,135.9697439457181,136.10167282214815
2020-01-13 12:00:00-05:00,136.25,136.29042288527754,135.8520771147225,136.44859355420306,135.69390644579698,136.02579515657447,136.11515711104377
2020-01-13 12:15:00-05:00,136.23,136.27366053417163,135.84233946582842,136.38838096033402,135.72761903966602,136.06663612525958,136.12559737367616
2020-01-13 12:30:00-05:00,136.32,136.27725621292356,135.83674378707647,136.38388964821345,135.73011035178658,136.11730890020766,136.1432703397056
2020-01-13 12:45:00-05:00,136.31,136.2663093371573,135.8386906628427,136.36149667857808,135.74350332142194,136.15584712016613,136.15842758155054
2020-01-13 13:00:00-05:00,136.46,136.2810015263483,135.85749847365173,136.4272308139576,135.71126918604241,136.2166776961329,136.18584325595504
2020-01-13 13:15:00-05:00,136.375,136.29101927310433,135.8734807268957,136.46523653268017,135.69926346731987,136.24834215690632,136.20303932359548
2020-01-13 13:30:00-05:00,136.49,136.30832146610243,135.89917853389755,136.52757810567695,135.67992189432303,136.29667372552507,136.22912665781408
2020-01-13 13:45:00-05:00,136.57,136.3269592167075,135.9270407832925,136.59935579810545,135.65464420189457,136.35133898042005,136.26011514346735
2020-01-13 14:00:00-05:00,136.65,136.3598906999236,135.96710930007646,136.67932432750496,135.6476756724951,136.41107118433607,136.29555922133395
2020-01-13 14:15:00-05:00,136.63,136.38207707652654,136.00092292347344,136.74534873481522,135.63765126518476,136.45485694746887,136.32596292848538
2020-01-13 14:30:00-05:00,136.6,136.40082156924575,136.0311784307542,136.79733783999865,135.6346621600013,136.4838855579751,136.35087538953215
2020-01-13 14:45:00-05:00,136.68,136.42562002764808,136.06237997235192,136.85884786308534,135.62915213691466,136.5231084463801,136.3807958086656
2020-01-13 15:00:00-05:00,136.73,136.46764716772222,136.1103528322778,136.90799409061339,135.67000590938665,136.56448675710408,136.41254164424146
2020-01-13 15:15:00-05:00,136.83,136.50831522683438,136.1536847731656,136.9779328444799,135.68406715552007,136.61758940568328,136.45049240385586
2020-01-13 15:30:00-05:00,136.955,136.56629271168146,136.20270728831855,137.05275696287038,135.71624303712963,136.68507152454663,136.49635673077805
2020-01-13 15:45:00-05:00,137.17,136.63752180538648,136.25847819461353,137.16219000862847,135.73380999137154,136.7820572196373,136.55759702798002
2020-01-14 07:00:00-05:00,139.75,137.0015202823687,136.28097971763128,138.24795593058343,135.03454406941654,137.37564577570984,136.84781547998185
2020-01-14 08:45:00-05:00,138.51,137.1996081311353,136.3533918688647,138.53504036363395,135.01795963636604,137.60251662056788,136.99892316361985
2020-01-14 09:30:00-05:00,139.88,137.5549575779351,136.3920424220649,139.1665514669851,134.7804485330149,138.0580132964543,137.2608392396544
2020-01-14 09:45:00-05:00,140.1,137.76656775265667,136.58243224734332,139.72972766521028,134.6192723347897,138.46641063716345,137.51894476332217
2020-01-14 10:00:00-05:00,140.23,137.97113434258904,136.77586565741092,140.22797036289305,134.5190296371069,138.81912850973077,137.76540433029288
2020-01-14 10:15:00-05:00,140.2,138.15480331604908,136.98919668395092,140.636103543668,134.507896456332,139.09530280778463,137.98673120935715
2020-01-14 10:30:00-05:00,140.235,138.3253530759234,137.21014692407655,140.9911569504833,134.54434304951667,139.32324224622772,138.19111928123377
2020-01-14 10:45:00-05:00,139.995,138.50263142680444,137.40136857319555,141.24508110405708,134.65891889594292,139.4575937969822,138.35510843748523
2020-01-14 11:00:00-05:00,140.155,138.67269346610613,137.60080653389383,141.49141097589023,134.78208902410972,139.59707503758577,138.5187349431684
2020-01-14 11:15:00-05:00,140.09,138.849090360414,137.79590963958597,141.6778311861013,134.9671688138987,139.6956600300686,138.66157722106217
2020-01-14 11:30:00-05:00,140.05,139.0009053321479,138.00009466785212,141.82407432830868,135.17692567169135,139.76652802405488,138.78779747369288
2020-01-14 11:45:00-05:00,139.92,139.1462335207256,138.18976647927437,141.9187884063963,135.41721159360367,139.79722241924392,138.8907249760844
2020-01-14 12:00:00-05:00,139.8,139.2835025532792,138.36749744672082,141.96804992004945,135.68295007995056,139.79777793539515,138.97338634189492
